pc,effective_address,val0,store-1ea,store-1val0,store-2ea,store-2val0
6758660,8940960,6759040,281474976692624,281474976692560,281474976692608,281474976692560
6759040,69865416,17,281474976692624,281474976692560,281474976692608,281474976692560
6759044,69866280,17,281474976692624,281474976692560,281474976692608,281474976692560
6759060,10425052,0,281474976692624,281474976692560,281474976692608,281474976692560
6758612,281474976692624,0,281474976692624,281474976692560,281474976692608,281474976692560
6758616,281474976692608,46357248,281474976692624,281474976692560,281474976692608,281474976692560
6758620,281474976692592,46356912,281474976692624,281474976692560,281474976692608,281474976692560
6758624,281474976692576,10458672,281474976692624,281474976692560,281474976692608,281474976692560
6758628,281474976692560,281474976692640,281474976692624,281474976692560,281474976692608,281474976692560
4564576,69865520,19792896,281474976692624,281474976692560,281474976692608,281474976692560
4564580,69866384,19792896,281474976692624,281474976692560,281474976692608,281474976692560
6758612,281474976692624,0,281474976692624,281474976692560,281474976692608,281474976692560
6758616,281474976692608,46357248,281474976692624,281474976692560,281474976692608,281474976692560
6758620,281474976692592,46356912,281474976692624,281474976692560,281474976692608,281474976692560
6758624,281474976692576,10458672,281474976692624,281474976692560,281474976692608,281474976692560
6758628,281474976692560,281474976692640,281474976692624,281474976692560,281474976692608,281474976692560
4564596,46357248,69580032,281474976692688,281474976692640,281474976692624,281474976692560
4564600,69580056,55006976,281474976692688,281474976692640,281474976692624,281474976692560
4564604,69580824,55007232,281474976692688,281474976692640,281474976692624,281474976692560
4564616,55006976,37,281474976692688,281474976692640,281474976692624,281474976692560
4564644,55007000,69842624,281474976692688,281474976692640,281474976692624,281474976692560
4564616,69842624,32,281474976692688,281474976692640,281474976692624,281474976692560
4564632,69842656,69866080,281474976692688,281474976692640,281474976692624,281474976692560
6765468,69866080,536870959,281474976692624,281474976692576,281474976692608,281474976692576
6765496,8943664,6765536,281474976692624,281474976692576,281474976692608,281474976692576
6765544,9168463,2,281474976692624,281474976692576,281474976692608,281474976692576
6765560,9168952,9304038,281474976692624,281474976692576,281474976692608,281474976692576
6765568,9304039,101,281474976692624,281474976692576,281474976692608,281474976692576
6765592,69866096,19854240,281474976692624,281474976692576,281474976692608,281474976692576
6765468,19854240,327748,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943832,6765512,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692560,69866080,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692544,9304038,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692528,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692512,281474976692576,281474976692560,281474976692512,281474976692544,281474976692512
6765568,9304038,101,281474976692560,281474976692512,281474976692544,281474976692512
6765592,69866088,69866048,281474976692560,281474976692512,281474976692544,281474976692512
6765468,69866048,2147811389,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943776,6765512,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692560,69866080,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692544,9304038,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692528,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692512,281474976692576,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692624,69842624,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692608,46357248,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692592,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692576,281474976692640,281474976692560,281474976692512,281474976692544,281474976692512
4564644,69842648,69842752,281474976692560,281474976692512,281474976692544,281474976692512
4564616,69842752,32,281474976692560,281474976692512,281474976692544,281474976692512
4564632,69842784,69866208,281474976692560,281474976692512,281474976692544,281474976692512
6765468,69866208,536870959,281474976692624,281474976692576,281474976692608,281474976692576
6765496,8943664,6765536,281474976692624,281474976692576,281474976692608,281474976692576
6765544,9168463,2,281474976692624,281474976692576,281474976692608,281474976692576
6765560,9168952,9304038,281474976692624,281474976692576,281474976692608,281474976692576
6765568,9304039,101,281474976692624,281474976692576,281474976692608,281474976692576
6765592,69866224,69866144,281474976692624,281474976692576,281474976692608,281474976692576
6765468,69866144,2684616770,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943816,6765532,281474976692560,281474976692512,281474976692544,281474976692512
6765544,9168482,2,281474976692560,281474976692512,281474976692544,281474976692512
6765560,9169104,9304195,281474976692560,281474976692512,281474976692544,281474976692512
6765568,9304196,48,281474976692560,281474976692512,281474976692544,281474976692512
6765568,9304195,101,281474976692560,281474976692512,281474976692544,281474976692512
6765592,69866152,69866048,281474976692560,281474976692512,281474976692544,281474976692512
6765468,69866048,2147811389,281474976692496,281474976692448,281474976692480,281474976692448
6765496,8943776,6765512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692496,69866144,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692480,9304195,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692464,46356912,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692448,281474976692512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692560,69866208,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692544,9304038,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692528,46356912,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692512,281474976692576,281474976692496,281474976692448,281474976692480,281474976692448
6765568,9304038,101,281474976692496,281474976692448,281474976692480,281474976692448
6765592,69866216,69866176,281474976692496,281474976692448,281474976692480,281474976692448
6765468,69866176,262205,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943776,6765512,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692560,69866208,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692544,9304038,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692528,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692512,281474976692576,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692624,69842752,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692608,46357248,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692592,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692576,281474976692640,281474976692560,281474976692512,281474976692544,281474976692512
4564644,69842776,69842816,281474976692560,281474976692512,281474976692544,281474976692512
4564616,69842816,32,281474976692560,281474976692512,281474976692544,281474976692512
4564632,69842848,69866336,281474976692560,281474976692512,281474976692544,281474976692512
6765468,69866336,536870959,281474976692624,281474976692576,281474976692608,281474976692576
6765496,8943664,6765536,281474976692624,281474976692576,281474976692608,281474976692576
6765544,9168463,2,281474976692624,281474976692576,281474976692608,281474976692576
6765560,9168952,9304038,281474976692624,281474976692576,281474976692608,281474976692576
6765568,9304039,101,281474976692624,281474976692576,281474976692608,281474976692576
6765592,69866352,69866304,281474976692624,281474976692576,281474976692608,281474976692576
6765468,69866304,540278858,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943880,6765536,281474976692560,281474976692512,281474976692544,281474976692512
6765544,9168490,2,281474976692560,281474976692512,281474976692544,281474976692512
6765560,9169168,9304038,281474976692560,281474976692512,281474976692544,281474976692512
6765568,9304039,101,281474976692560,281474976692512,281474976692544,281474976692512
6765592,69866320,69866176,281474976692560,281474976692512,281474976692544,281474976692512
6765468,69866176,262205,281474976692496,281474976692448,281474976692480,281474976692448
6765496,8943776,6765512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692496,69866304,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692480,9304038,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692464,46356912,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692448,281474976692512,281474976692496,281474976692448,281474976692480,281474976692448
6765568,9304038,101,281474976692496,281474976692448,281474976692480,281474976692448
6765592,69866312,69862592,281474976692496,281474976692448,281474976692480,281474976692448
6765468,69862592,134479933,281474976692496,281474976692448,281474976692480,281474976692448
6765496,8943776,6765512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692496,69866304,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692480,9304038,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692464,46356912,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692448,281474976692512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692560,69866336,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692544,9304038,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692528,46356912,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692512,281474976692576,281474976692496,281474976692448,281474976692480,281474976692448
6765568,9304038,101,281474976692496,281474976692448,281474976692480,281474976692448
6765592,69866344,69866272,281474976692496,281474976692448,281474976692480,281474976692448
6765468,69866272,3407933,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943776,6765512,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692560,69866336,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692544,9304038,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692528,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692512,281474976692576,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692624,69842816,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692608,46357248,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692592,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692576,281474976692640,281474976692560,281474976692512,281474976692544,281474976692512
4564644,69842840,69580800,281474976692560,281474976692512,281474976692544,281474976692512
4564616,69580800,33,281474976692560,281474976692512,281474976692544,281474976692512
4564632,69580832,69866464,281474976692560,281474976692512,281474976692544,281474976692512
6765468,69866464,536870959,281474976692624,281474976692576,281474976692608,281474976692576
6765496,8943664,6765536,281474976692624,281474976692576,281474976692608,281474976692576
6765544,9168463,2,281474976692624,281474976692576,281474976692608,281474976692576
6765560,9168952,9304038,281474976692624,281474976692576,281474976692608,281474976692576
6765568,9304039,101,281474976692624,281474976692576,281474976692608,281474976692576
6765592,69866480,69866432,281474976692624,281474976692576,281474976692608,281474976692576
6765468,69866432,536870984,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943864,6765536,281474976692560,281474976692512,281474976692544,281474976692512
6765544,9168488,3,281474976692560,281474976692512,281474976692544,281474976692512
6765560,9169152,9304178,281474976692560,281474976692512,281474976692544,281474976692512
6765568,9304180,101,281474976692560,281474976692512,281474976692544,281474976692512
6765592,69866456,19660800,281474976692560,281474976692512,281474976692544,281474976692512
6765468,19660800,59,281474976692496,281474976692448,281474976692480,281474976692448
6765496,8943760,6765512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692496,69866432,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692480,9304178,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692464,46356912,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692448,281474976692512,281474976692496,281474976692448,281474976692480,281474976692448
6765568,9304179,101,281474976692496,281474976692448,281474976692480,281474976692448
6765592,69866448,52644608,281474976692496,281474976692448,281474976692480,281474976692448
6765468,52644608,536870979,281474976692496,281474976692448,281474976692480,281474976692448
6765496,8943824,6765512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692496,69866432,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692480,9304178,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692464,46356912,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692448,281474976692512,281474976692496,281474976692448,281474976692480,281474976692448
6765568,9304178,101,281474976692496,281474976692448,281474976692480,281474976692448
6765592,69866440,69866368,281474976692496,281474976692448,281474976692480,281474976692448
6765468,69866368,536871023,281474976692496,281474976692448,281474976692480,281474976692448
6765544,9168527,2,281474976692496,281474976692448,281474976692480,281474976692448
6765560,9169464,9304038,281474976692496,281474976692448,281474976692480,281474976692448
6765568,9304039,101,281474976692496,281474976692448,281474976692480,281474976692448
6765592,69866384,19792896,281474976692496,281474976692448,281474976692480,281474976692448
6765468,19792896,54,281474976692432,281474976692384,281474976692416,281474976692384
6765496,8943720,6765512,281474976692432,281474976692384,281474976692416,281474976692384
6765512,281474976692432,69866368,281474976692432,281474976692384,281474976692416,281474976692384
6765516,281474976692416,9304038,281474976692432,281474976692384,281474976692416,281474976692384
6765520,281474976692400,46356912,281474976692432,281474976692384,281474976692416,281474976692384
6765524,281474976692384,281474976692448,281474976692432,281474976692384,281474976692416,281474976692384
6765568,9304038,101,281474976692432,281474976692384,281474976692416,281474976692384
6765592,69866376,69866272,281474976692432,281474976692384,281474976692416,281474976692384
6765468,69866272,3407933,281474976692432,281474976692384,281474976692416,281474976692384
6765496,8943776,6765512,281474976692432,281474976692384,281474976692416,281474976692384
6765512,281474976692432,69866368,281474976692432,281474976692384,281474976692416,281474976692384
6765516,281474976692416,9304038,281474976692432,281474976692384,281474976692416,281474976692384
6765520,281474976692400,46356912,281474976692432,281474976692384,281474976692416,281474976692384
6765524,281474976692384,281474976692448,281474976692432,281474976692384,281474976692416,281474976692384
6765512,281474976692496,69866432,281474976692432,281474976692384,281474976692416,281474976692384
6765516,281474976692480,9304178,281474976692432,281474976692384,281474976692416,281474976692384
6765520,281474976692464,46356912,281474976692432,281474976692384,281474976692416,281474976692384
6765524,281474976692448,281474976692512,281474976692432,281474976692384,281474976692416,281474976692384
6765512,281474976692560,69866464,281474976692432,281474976692384,281474976692416,281474976692384
6765516,281474976692544,9304038,281474976692432,281474976692384,281474976692416,281474976692384
6765520,281474976692528,46356912,281474976692432,281474976692384,281474976692416,281474976692384
6765524,281474976692512,281474976692576,281474976692432,281474976692384,281474976692416,281474976692384
6765568,9304038,101,281474976692432,281474976692384,281474976692416,281474976692384
6765592,69866472,19660800,281474976692432,281474976692384,281474976692416,281474976692384
6765468,19660800,59,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943760,6765512,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692560,69866464,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692544,9304038,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692528,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692512,281474976692576,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692624,69580800,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692608,46357248,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692592,46356912,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692576,281474976692640,281474976692560,281474976692512,281474976692544,281474976692512
4564644,69580824,55007232,281474976692560,281474976692512,281474976692544,281474976692512
4788896,10461152,81395712,281474976692624,281474976692608,281474976692608,281474976692608
4789156,10461728,20084224,281474976692624,281474976692608,281474976692608,281474976692608
4789160,20084248,20753600,281474976692624,281474976692608,281474976692608,281474976692608
4789164,20753600,58217,281474976692624,281474976692608,281474976692608,281474976692608
8367528,10749808,262145,281474976692576,465768,281474976692560,465768
8367764,10659948,1,281474976692576,465768,281474976692560,465768
8367772,10749800,12730560,281474976692576,465768,281474976692560,465768
8367808,10655600,0,281474976692604,1,281474976692576,465768
8367836,281474976692604,0,10655600,0,281474976692604,1
8367852,10659648,11145216,10655600,0,281474976692604,1
7388480,11675104,10805904,281474976692512,57,281474976692464,57
7383048,10805947,1,281474976692384,281474976692368,281474976692368,281474976692368
7383084,10805912,57,281474976692416,57,281474976692400,1
7383440,11681912,111591424,281474976692416,57,281474976692400,1
7391568,10805920,11675088,11681912,111124480,281474976692416,57
7391580,10805920,11675088,11675104,0,11681912,111124480
7383112,10805947,1,10805920,11675088,11675112,11675088
7383116,10805912,57,10805920,11675088,11675112,11675088
7383364,281474976692416,11145216,10805947,0,10805920,11675088
7383368,281474976692384,5472,10805947,0,10805920,11675088
7383372,281474976692400,57,10805947,0,10805920,11675088
7383376,281474976692368,281474976692432,10805947,0,10805920,11675088
7388616,281474976692512,69865504,10805947,0,10805920,11675088
7388620,281474976692448,465768,10805947,0,10805920,11675088
7388624,281474976692464,57,10805947,0,10805920,11675088
7388628,281474976692480,10657792,10805947,0,10805920,11675088
7388632,281474976692496,10458672,10805947,0,10805920,11675088
7388636,281474976692432,281474976692528,10805947,0,10805920,11675088
8367864,10805904,14073,10805947,0,10805920,11675088
8367868,10659648,11145216,10805947,0,10805920,11675088
8367900,10523312,1073741824,11257816,115286016,10805947,0
8368152,10655600,1,11257816,115286016,10805947,0
8367684,9770632,0,115751768,115751784,115751760,115751776
8367696,281474976692576,46356912,115751768,115751784,115751760,115751776
8367700,281474976692544,465768,115751768,115751784,115751760,115751776
8367704,281474976692560,58217,115751768,115751784,115751760,115751776
8367708,281474976692528,281474976692608,115751768,115751784,115751760,115751776
4789200,10459048,58217,115286016,281474976692608,115751768,115751784
4789208,9191568,0,115286016,281474976692608,115751768,115751784
8367528,10749808,262145,281474976692576,232900,281474976692560,232900
8367540,10749800,12730560,281474976692576,232900,281474976692560,232900
8367576,10657908,84,281474976692576,232900,281474976692560,232900
8367596,10658816,237568,281474976692576,232900,281474976692560,232900
8367604,12732624,115752960,281474976692576,232900,281474976692560,232900
8367616,12730576,1189520,281474976692576,232900,281474976692560,232900
8367628,12732632,1,12730576,951952,281474976692576,232900
8367652,12732624,115752960,12732632,0,12730576,951952
8367656,115752960,0,12732632,0,12730576,951952
8367684,9770632,0,115985856,115985860,115985792,4
8367696,281474976692576,46356912,115985856,115985860,115985792,4
8367700,281474976692544,232900,115985856,115985860,115985792,4
8367704,281474976692560,58217,115985856,115985860,115985792,4
8367708,281474976692528,281474976692608,115985856,115985860,115985792,4
4789264,9191616,0,115985856,115985860,115985792,4
4789332,9189824,9189832,10461112,9189944,115752968,9189944
4789332,9189760,9189768,10461112,9189944,115752968,9189944
4789332,9189728,9189736,10461112,9189944,115752968,9189944
4789332,9189712,9189720,10461112,9189944,115752968,9189944
4789332,9189720,9189728,10461112,9189944,115752968,9189944
4789356,9189720,31,10461112,9189944,115752968,9189944
8367528,10749808,262145,281474976692576,72,281474976692560,72
8367540,10749800,12730560,281474976692576,72,281474976692560,72
8367576,10655977,6,281474976692576,72,281474976692560,72
8367596,10658192,80,281474976692576,72,281474976692560,72
8367604,12730752,19171360,281474976692576,72,281474976692560,72
8367616,12730576,951952,281474976692576,72,281474976692560,72
8367628,12730760,2,12730576,951872,281474976692576,72
8367652,12730752,19171360,12730760,1,12730576,951872
8367656,19171360,19171520,12730760,1,12730576,951872
8367684,9770632,0,19171416,19171432,19171408,19171408
8367696,281474976692576,46356912,19171416,19171432,19171408,19171408
8367700,281474976692544,232900,19171416,19171432,19171408,19171408
8367704,281474976692560,31,19171416,19171432,19171408,19171408
8367708,281474976692528,281474976692608,19171416,19171432,19171408,19171408
8367528,10749808,262145,281474976692576,248,281474976692560,248
8367540,10749800,12730560,281474976692576,248,281474976692560,248
8367576,10655999,17,281474976692576,248,281474976692560,248
8367596,10658280,256,281474976692576,248,281474976692560,248
8367604,12731016,20766976,281474976692576,248,281474976692560,248
8367616,12730576,951872,281474976692576,248,281474976692560,248
8367628,12731024,2,12730576,951616,281474976692576,248
8367652,12731016,20766976,12731024,1,12730576,951616
8367656,20766976,20767232,12731024,1,12730576,951616
8367684,9770632,0,20767208,20767224,20767200,20767216
8367696,281474976692576,46356912,20767208,20767224,20767200,20767216
8367700,281474976692544,19171360,20767208,20767224,20767200,20767216
8367704,281474976692560,31,20767208,20767224,20767200,20767216
8367708,281474976692528,281474976692608,20767208,20767224,20767200,20767216
4789432,10459048,58217,19171360,4789744,20767208,20767224
4789456,10461088,115286016,10461128,58217,19171424,58217
4789484,19171376,0,115751768,115751784,115751760,115751776
4789488,10461112,115752960,115751768,115751784,115751760,115751776
4789576,19171384,20766976,115752968,115752960,10459036,115752960
4789600,10461144,116707344,20767208,20767224,20767200,20767216
4789604,10465520,116707328,20767208,20767224,20767200,20767216
4789616,10465544,116711392,20767208,20767224,20767200,20767216
4789648,281474976692624,55007232,10465536,116711392,10465528,116711392
4789668,281474976692608,281474976692640,10459040,55007232,10461096,55007232
4564660,84088288,46356912,10459040,55007232,10461096,55007232
4564664,46356912,55006080,10459040,55007232,10461096,55007232
4564668,55006104,69841856,10459040,55007232,10461096,55007232
4564672,69580312,55006336,10459040,55007232,10461096,55007232
4564684,69841856,32,10459040,55007232,10461096,55007232
4783944,69841856,32,10461104,10458672,281474976692624,281474976692544
4784020,69841888,69864864,10461104,10458672,281474976692624,281474976692544
4784024,69864864,536870959,10461104,10458672,281474976692624,281474976692544
4784248,69841888,69864864,10461104,10458672,281474976692624,281474976692544
4784252,69864864,47,10461104,10458672,281474976692624,281474976692544
4784308,69864880,19854080,10461104,10458672,281474976692624,281474976692544
4784316,69864872,69864832,281474976689152,19854080,10461104,10458672
4784932,281474976689160,69864832,281474976689160,69864832,281474976689152,19854080
4784936,69864832,2147811389,281474976689160,69864832,281474976689152,19854080
4784984,281474976689152,19854080,281474976689160,69864832,281474976689152,19854080
4779960,19854080,327748,281474976689104,281474976689024,281474976689088,281474976689024
4782216,19854080,327748,281474976689008,281474976688944,281474976688992,281474976688944
4782260,8436168,4782528,281474976689008,281474976688944,281474976688992,281474976688944
4782528,19854088,21573971,281474976689008,281474976688944,281474976688992,281474976688944
4782580,281474976689008,19854080,281474976689008,281474976688944,281474976688992,281474976688944
4782584,281474976688992,5,281474976689008,281474976688944,281474976688992,281474976688944
4782588,281474976688976,5,281474976689008,281474976688944,281474976688992,281474976688944
4782592,281474976688960,69864832,281474976689008,281474976688944,281474976688992,281474976688944
4782596,281474976688944,281474976689024,281474976689008,281474976688944,281474976688992,281474976688944
4780320,19854080,327748,281474976689008,281474976688944,281474976688992,281474976688944
4780328,10461128,19171360,281474976689008,281474976688944,281474976688992,281474976688944
7321452,19171392,31,281474976689008,281474976688944,281474976688992,281474976688944
7321780,19171384,20766976,281474976689008,281474976688944,281474976688992,281474976688944
7321796,19171416,0,281474976689008,281474976688944,281474976688992,281474976688944
7321812,20767144,0,19171416,1,281474976689008,281474976688944
7321984,19171400,0,19171416,1,281474976689008,281474976688944
7322024,281474976689008,19854080,19171400,1,19171416,1
7322028,281474976688992,21582748,19171400,1,19171416,1
7322032,281474976688976,5,19171400,1,19171416,1
7322036,281474976688960,69864832,19171400,1,19171416,1
7322040,281474976688944,281474976689024,19171400,1,19171416,1
4780428,20767144,0,19171400,1,19171416,1
4781944,10461136,0,281474976689008,281474976688976,281474976688992,281474976688976
4781984,10465544,116711392,281474976689008,281474976688976,281474976688992,281474976688976
4781988,10465536,116707344,281474976689008,281474976688976,281474976688992,281474976688976
4782020,10465528,116707344,281474976689008,281474976688976,281474976688992,281474976688976
4782052,10465560,15,10465536,116707376,281474976689008,281474976688976
4782072,10465520,116707328,10465536,116707376,281474976689008,281474976688976
4782076,10465544,116711392,10465536,116707376,281474976689008,281474976688976
7205608,9766528,4,281474976688960,281474976688864,281474976688944,281474976688864
7205664,10492096,20843904,281474976688960,281474976688864,281474976688944,281474976688864
7205672,20843946,447,281474976688960,281474976688864,281474976688944,281474976688864
7205680,20843948,3649,281474976688960,281474976688864,281474976688944,281474976688864
7205692,20844408,1,281474976688960,281474976688864,281474976688944,281474976688864
7206196,10482936,16,20843948,3650,281474976688960,281474976688864
7206556,20844408,1,20843948,3650,281474976688960,281474976688864
7206584,20843920,81657856,20843946,446,20844408,446
7206588,281474976688944,21582748,20843946,446,20844408,446
7206608,10482936,16,20843946,446,20844408,446
7206612,10493144,35864096,20843946,446,20844408,446
7206624,281474976688960,69866464,10493144,35864112,20843946,446
7206628,281474976688928,10462768,10493144,35864112,20843946,446
7206632,281474976688912,10458672,10493144,35864112,20843946,446
7206636,281474976688896,84088272,10493144,35864112,20843946,446
7206640,281474976688880,0,10493144,35864112,20843946,446
4782152,281474976689008,19854080,116707360,327740,81716248,327740
4782156,281474976688992,21582748,116707360,327740,81716248,327740
4782160,281474976688976,281474976689024,116707360,327740,81716248,327740
4780460,116707360,0,20767144,19854080,116707360,327740
4782924,19854080,327748,281474976689008,281474976688928,281474976688992,281474976688928
4782952,8436936,4783024,281474976689008,281474976688928,281474976688992,281474976688928
4783032,9169120,9340790,281474976689008,281474976688928,281474976688992,281474976688928
4783044,9168484,1,281474976689008,281474976688928,281474976688992,281474976688928
4783292,9340790,115,281474976689008,281474976688928,281474976688992,281474976688928
4782996,281474976689008,69866464,281474976689008,281474976688928,281474976688992,281474976688928
4783000,281474976688992,116707344,281474976689008,281474976688928,281474976688992,281474976688928
4783004,281474976688976,20767144,281474976689008,281474976688928,281474976688992,281474976688928
